"sample_id","uid","ai_chrom_index","n_ai_peaks","n_trad_peaks","n_ignored_weak","n_review_required","channel_alert_level","random_order","plot_path","review_filename","source_absolute_path","review_absolute_path"
"test3_38","methoxyfenozide-2","368","3","1","1","1","RED","2511","plots\test3_38\2511_chrom368_methoxyfenozide-2_RED.png","test3_38_2511_chrom368_methoxyfenozide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_38\2511_chrom368_methoxyfenozide-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_38_2511_chrom368_methoxyfenozide-2_RED.png"
"test3_7","lactofen-1","633","5","1","1","3","RED","2534","plots\test3_7\2534_chrom633_lactofen-1_RED.png","test3_7_2534_chrom633_lactofen-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\2534_chrom633_lactofen-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_2534_chrom633_lactofen-1_RED.png"
"test3_16","cyproconazole-1","409","2","1","0","1","RED","2541","plots\test3_16\2541_chrom409_cyproconazole-1_RED.png","test3_16_2541_chrom409_cyproconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_16\2541_chrom409_cyproconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_16_2541_chrom409_cyproconazole-1_RED.png"
"test3_7","procymidone-1","341","1","1","0","1","YELLOW","2547","plots\test3_7\2547_chrom341_procymidone-1_YELLOW.png","test3_7_2547_chrom341_procymidone-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\2547_chrom341_procymidone-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_2547_chrom341_procymidone-1_YELLOW.png"
"test3_34","spinetoram J-1","599","1","1","0","1","YELLOW","2552","plots\test3_34\2552_chrom599_spinetoram J-1_YELLOW.png","test3_34_2552_chrom599_spinetoram J-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_34\2552_chrom599_spinetoram J-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_34_2552_chrom599_spinetoram J-1_YELLOW.png"
"test3_26","bromuconazole-2","350","2","1","0","2","RED","2563","plots\test3_26\2563_chrom350_bromuconazole-2_RED.png","test3_26_2563_chrom350_bromuconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_26\2563_chrom350_bromuconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_26_2563_chrom350_bromuconazole-2_RED.png"
"test3_33","diflubenzuron-1","399","2","1","0","2","RED","2566","plots\test3_33\2566_chrom399_diflubenzuron-1_RED.png","test3_33_2566_chrom399_diflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_33\2566_chrom399_diflubenzuron-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_33_2566_chrom399_diflubenzuron-1_RED.png"
"test3_7","sulfotep-2","474","1","1","0","1","YELLOW","2568","plots\test3_7\2568_chrom474_sulfotep-2_YELLOW.png","test3_7_2568_chrom474_sulfotep-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\2568_chrom474_sulfotep-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_2568_chrom474_sulfotep-2_YELLOW.png"
"test3_5","fenoxanil-1","421","3","1","0","3","RED","2570","plots\test3_5\2570_chrom421_fenoxanil-1_RED.png","test3_5_2570_chrom421_fenoxanil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\2570_chrom421_fenoxanil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_2570_chrom421_fenoxanil-1_RED.png"
"test3_8","paclobutrazol-2","316","2","1","0","2","RED","2577","plots\test3_8\2577_chrom316_paclobutrazol-2_RED.png","test3_8_2577_chrom316_paclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\2577_chrom316_paclobutrazol-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_2577_chrom316_paclobutrazol-2_RED.png"
"test3_14","oxadixyl-2","100","3","1","0","2","RED","2578","plots\test3_14\2578_chrom100_oxadixyl-2_RED.png","test3_14_2578_chrom100_oxadixyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_14\2578_chrom100_oxadixyl-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_14_2578_chrom100_oxadixyl-2_RED.png"
"test3_33","terbufos sulfone-2","278","3","1","1","1","RED","2582","plots\test3_33\2582_chrom278_terbufos sulfone-2_RED.png","test3_33_2582_chrom278_terbufos sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_33\2582_chrom278_terbufos sulfone-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_33_2582_chrom278_terbufos sulfone-2_RED.png"
"test3_21","methoprene-2","694","2","1","0","1","RED","2587","plots\test3_21\2587_chrom694_methoprene-2_RED.png","test3_21_2587_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_21\2587_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_21_2587_chrom694_methoprene-2_RED.png"
"test3_7","chlorpyrifos-methyl-1","517","1","1","0","1","YELLOW","2590","plots\test3_7\2590_chrom517_chlorpyrifos-methyl-1_YELLOW.png","test3_7_2590_chrom517_chlorpyrifos-methyl-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\2590_chrom517_chlorpyrifos-methyl-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_2590_chrom517_chlorpyrifos-methyl-1_YELLOW.png"
"test3_18","promecarb-1","261","2","1","0","1","RED","2600","plots\test3_18\2600_chrom261_promecarb-1_RED.png","test3_18_2600_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_18\2600_chrom261_promecarb-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_18_2600_chrom261_promecarb-1_RED.png"
"test3_5","benzoximate-1","531","2","1","0","1","RED","2606","plots\test3_5\2606_chrom531_benzoximate-1_RED.png","test3_5_2606_chrom531_benzoximate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\2606_chrom531_benzoximate-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_2606_chrom531_benzoximate-1_RED.png"
"test3_21","methidathion-2","236","2","1","0","1","RED","2610","plots\test3_21\2610_chrom236_methidathion-2_RED.png","test3_21_2610_chrom236_methidathion-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_21\2610_chrom236_methidathion-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_21_2610_chrom236_methidathion-2_RED.png"
"test3_12","picoxystrobin-1","457","2","1","0","1","RED","2611","plots\test3_12\2611_chrom457_picoxystrobin-1_RED.png","test3_12_2611_chrom457_picoxystrobin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\2611_chrom457_picoxystrobin-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_2611_chrom457_picoxystrobin-1_RED.png"
"test3_46","diflubenzuron-2","400","2","1","0","1","RED","2626","plots\test3_46\2626_chrom400_diflubenzuron-2_RED.png","test3_46_2626_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_46\2626_chrom400_diflubenzuron-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_46_2626_chrom400_diflubenzuron-2_RED.png"
"test3_20","methoprene-2","694","3","1","0","2","RED","2630","plots\test3_20\2630_chrom694_methoprene-2_RED.png","test3_20_2630_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_20\2630_chrom694_methoprene-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_20_2630_chrom694_methoprene-2_RED.png"
"test3_33","triazophos-1","361","2","1","0","1","RED","2633","plots\test3_33\2633_chrom361_triazophos-1_RED.png","test3_33_2633_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_33\2633_chrom361_triazophos-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_33_2633_chrom361_triazophos-1_RED.png"
"test3_5","monocrotophos-2","30","3","1","2","1","YELLOW","2634","plots\test3_5\2634_chrom030_monocrotophos-2_YELLOW.png","test3_5_2634_chrom030_monocrotophos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\2634_chrom030_monocrotophos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_2634_chrom030_monocrotophos-2_YELLOW.png"
"test3_4","diniconazole-1","527","2","1","0","1","RED","2635","plots\test3_4\2635_chrom527_diniconazole-1_RED.png","test3_4_2635_chrom527_diniconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\2635_chrom527_diniconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_2635_chrom527_diniconazole-1_RED.png"
"test3_28","dichlorvos-2","116","2","1","1","1","YELLOW","2637","plots\test3_28\2637_chrom116_dichlorvos-2_YELLOW.png","test3_28_2637_chrom116_dichlorvos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_28\2637_chrom116_dichlorvos-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_28_2637_chrom116_dichlorvos-2_YELLOW.png"
"test3_56","dimethomorph-2","318","2","1","0","1","RED","2652","plots\test3_56\2652_chrom318_dimethomorph-2_RED.png","test3_56_2652_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_56\2652_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_56_2652_chrom318_dimethomorph-2_RED.png"
"test3_28","cyproconazole-1","409","2","1","0","1","RED","2653","plots\test3_28\2653_chrom409_cyproconazole-1_RED.png","test3_28_2653_chrom409_cyproconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_28\2653_chrom409_cyproconazole-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_28_2653_chrom409_cyproconazole-1_RED.png"
"test3_24","spirotetramat-enol-glucoside-2","38","3","1","1","2","RED","2655","plots\test3_24\2655_chrom038_spirotetramat-enol-glucoside-2_RED.png","test3_24_2655_chrom038_spirotetramat-enol-glucoside-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_24\2655_chrom038_spirotetramat-enol-glucoside-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_24_2655_chrom038_spirotetramat-enol-glucoside-2_RED.png"
"test3_12","tebuconazole-2","466","1","1","0","1","YELLOW","2656","plots\test3_12\2656_chrom466_tebuconazole-2_YELLOW.png","test3_12_2656_chrom466_tebuconazole-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_12\2656_chrom466_tebuconazole-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_12_2656_chrom466_tebuconazole-2_YELLOW.png"
"test3_6","propanil-1","265","2","1","0","1","RED","2661","plots\test3_6\2661_chrom265_propanil-1_RED.png","test3_6_2661_chrom265_propanil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_6\2661_chrom265_propanil-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_6_2661_chrom265_propanil-1_RED.png"
"test3_16","dichlorvos-2","116","3","1","0","2","RED","2673","plots\test3_16\2673_chrom116_dichlorvos-2_RED.png","test3_16_2673_chrom116_dichlorvos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_16\2673_chrom116_dichlorvos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_16_2673_chrom116_dichlorvos-2_RED.png"
"test3_49","Diclobutrazol-1","449","2","1","0","1","RED","2676","plots\test3_49\2676_chrom449_Diclobutrazol-1_RED.png","test3_49_2676_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_49\2676_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_49_2676_chrom449_Diclobutrazol-1_RED.png"
"test3_7","kresoxim-methyl-1","443","4","1","0","4","RED","2681","plots\test3_7\2681_chrom443_kresoxim-methyl-1_RED.png","test3_7_2681_chrom443_kresoxim-methyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_7\2681_chrom443_kresoxim-methyl-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_7_2681_chrom443_kresoxim-methyl-1_RED.png"
"test3_40","cycloxydim-1","561","1","1","0","1","YELLOW","2683","plots\test3_40\2683_chrom561_cycloxydim-1_YELLOW.png","test3_40_2683_chrom561_cycloxydim-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_40\2683_chrom561_cycloxydim-1_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_40_2683_chrom561_cycloxydim-1_YELLOW.png"
"test3_46","metconazole-2","506","2","1","0","1","RED","2684","plots\test3_46\2684_chrom506_metconazole-2_RED.png","test3_46_2684_chrom506_metconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_46\2684_chrom506_metconazole-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_46_2684_chrom506_metconazole-2_RED.png"
"test3_5","iprobenfos-2","470","2","1","0","1","RED","2687","plots\test3_5\2687_chrom470_iprobenfos-2_RED.png","test3_5_2687_chrom470_iprobenfos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_5\2687_chrom470_iprobenfos-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_5_2687_chrom470_iprobenfos-2_RED.png"
"test3_22","tau-fluvalinate-2","692","2","1","1","1","YELLOW","2689","plots\test3_22\2689_chrom692_tau-fluvalinate-2_YELLOW.png","test3_22_2689_chrom692_tau-fluvalinate-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_22\2689_chrom692_tau-fluvalinate-2_YELLOW.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_22_2689_chrom692_tau-fluvalinate-2_YELLOW.png"
"test3_8","dimethomorph-2","318","2","1","0","1","RED","2691","plots\test3_8\2691_chrom318_dimethomorph-2_RED.png","test3_8_2691_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_8\2691_chrom318_dimethomorph-2_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_8_2691_chrom318_dimethomorph-2_RED.png"
"test3_28","Diclobutrazol-1","449","2","1","0","1","RED","2700","plots\test3_28\2700_chrom449_Diclobutrazol-1_RED.png","test3_28_2700_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_28\2700_chrom449_Diclobutrazol-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_28_2700_chrom449_Diclobutrazol-1_RED.png"
"test3_4","pyribenzoxim-1","657","2","1","0","1","RED","2704","plots\test3_4\2704_chrom657_pyribenzoxim-1_RED.png","test3_4_2704_chrom657_pyribenzoxim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\plots\test3_4\2704_chrom657_pyribenzoxim-1_RED.png","D:\yinlibo\MRMPFormer\model\project_review\full_rerun_random3000_20260916\random3000_channels\RED_YELLOW_review\test3_4_2704_chrom657_pyribenzoxim-1_RED.png"
